,G0000,G0001,G0002,G0003,G0004,G0005,G0006,G0007,G0008,G0009,G0010,G0011,G0012,G0013,G0014,G0015,G0016,G0017,G0018,G0019,G0020,G0021,G0022,G0023,G0024,G0025,G0026,G0027,G0028,G0029,G0030,G0031,G0032,G0033,G0034,G0035,G0036,G0037,G0038,G0039,G0040,G0041,G0042,G0043,G0044,G0045,G0046,G0047,G0048,G0049,G0050,G0051,G0052,G0053,G0054,G0055,G0056,G0057,G0058,G0059,G0060,G0061,G0062,G0063,G0064,G0065,G0066,G0067,G0068,G0069,G0070,G0071,G0072,G0073,G0074,G0075,G0076,G0077,G0078,G0079,G0080,G0081,G0082,G0083,G0084,G0085,G0086,G0087,G0088,G0089,G0090,G0091,G0092,G0093,G0094,G0095,G0096,G0097,G0098,G0099,G0100,G0101,G0102,G0103,G0104,G0105,G0106,G0107,G0108,G0109,G0110,G0111,G0112,G0113,G0114,G0115,G0116,G0117,G0118,G0119,G0120,G0121,G0122,G0123,G0124,G0125,G0126,G0127,G0128,G0129,G0130,G0131,G0132,G0133,G0134,G0135,G0136,G0137,G0138,G0139,G0140,G0141,G0142,G0143,G0144,G0145,G0146,G0147,G0148,G0149,G0150,G0151,G0152,G0153,G0154,G0155,G0156,G0157,G0158,G0159,G0160,G0161,G0162,G0163,G0164,G0165,G0166,G0167,G0168,G0169,G0170,G0171,G0172,G0173,G0174,G0175,G0176,G0177,G0178,G0179,G0180,G0181,G0182,G0183,G0184,G0185,G0186,G0187,G0188,G0189,G0190,G0191,G0192,G0193,G0194,G0195,G0196,G0197,G0198,G0199
SIM-0086-NT,0.20735735,0.01,0.09920171,0.40126178,0.6217271,0.66238725,0.8508214,0.6404549,0.9880985,0.01,0.01,0.45399493,0.4584668,0.01,0.99,0.31737188,0.2424953,0.22996098,0.6972904,0.8333142,0.02716899,0.01,0.28366697,0.99,0.7329579,0.12509218,0.62269914,0.55246586,0.99,0.99,0.99,0.99,0.99,0.99,0.5662793,0.9615371,0.09221667,0.99,0.01,0.99,0.99,0.33948714,0.01,0.28634763,0.51469404,0.7846489,0.36445552,0.37870958,0.10030258,0.99,0.01,0.99,0.99,0.01,0.83352494,0.3241315,0.7702584,0.99,0.2864779,0.19984138,0.63217926,0.99,0.01,0.58689046,0.99,0.01,0.8761771,0.13180879,0.01,0.01,0.01,0.329276,0.59136385,0.29390597,0.18112624,0.32159567,0.99,0.99,0.5875996,0.99,0.4298841,0.01,0.46068805,0.032582924,0.01,0.99,0.18970752,0.52091676,0.7532817,0.9562595,0.34248877,0.01,0.08627361,0.99,0.90425074,0.27010995,0.35617727,0.01,0.91523206,0.041776597,0.2843468,0.01,0.01,0.9731288,0.7584645,0.89816463,0.05186087,0.01,0.21194659,0.01,0.813287,0.021746099,0.99,0.13839072,0.99,0.01,0.4225953,0.5152143,0.90948117,0.70513165,0.57093525,0.84127605,0.03570667,0.76672053,0.418343,0.99,0.4872358,0.7371577,0.4198406,0.9508341,0.01,0.01,0.929204,0.99,0.22252534,0.9635168,0.01,0.35083187,0.6593361,0.01,0.01,0.80892164,0.23647472,0.27179667,0.3976588,0.01,0.40142995,0.68251264,0.5177672,0.5861081,0.40091968,0.92610073,0.69266534,0.01,0.17297745,0.96122026,0.01,0.11340396,0.99,0.46036223,0.01,0.99,0.31321892,0.5357648,0.8462391,0.5684244,0.721868,0.044454217,0.5595722,0.01,0.99,0.014667571,0.36606523,0.52873045,0.99,0.94486666,0.01,0.876664,0.69818825,0.36233887,0.23694211,0.99,0.85864204,0.8842522,0.794243,0.3826797,0.59437734,0.01,0.01,0.99,0.99,0.31443605,0.01,0.731446,0.025017306,0.99,0.01,0.23048696,0.6630948,0.99
SIM-0087-NT,0.22872439,0.01,0.99,0.08117944,0.14538258,0.6266903,0.99,0.4205958,0.010908902,0.2493347,0.01,0.01,0.83586526,0.8126197,0.8204179,0.2960583,0.99,0.45775637,0.01,0.99,0.01,0.14919028,0.18047291,0.79162586,0.01,0.01,0.99,0.99,0.6402569,0.25890934,0.01,0.87137246,0.99,0.01,0.01,0.26319164,0.9135175,0.37099522,0.18106282,0.44698688,0.66209114,0.01,0.4573286,0.42313614,0.01,0.01,0.36608082,0.7430287,0.67196107,0.5482937,0.8163303,0.99,0.99,0.99,0.79926085,0.01,0.63871455,0.9190488,0.99,0.01,0.9452658,0.01,0.2193353,0.1336108,0.91200745,0.99,0.99,0.41009855,0.01,0.01,0.01,0.65456456,0.01,0.18524536,0.71352273,0.01,0.54969966,0.99,0.99,0.39192742,0.99,0.01,0.11334635,0.31534177,0.99,0.99,0.7084742,0.32514402,0.90342826,0.51755273,0.47867778,0.25534326,0.99,0.579142,0.99,0.100397885,0.8775995,0.9438865,0.01,0.63496786,0.01,0.39624274,0.5924919,0.6487832,0.20582265,0.82916826,0.01,0.7245394,0.01,0.99,0.01,0.2787796,0.2842521,0.47030753,0.99,0.64173496,0.2668401,0.18295088,0.9219917,0.01,0.21846664,0.019578755,0.25791928,0.8468765,0.25416434,0.99,0.99,0.7290311,0.23205978,0.99,0.01,0.8893844,0.05818668,0.99,0.01,0.8888173,0.01,0.554976,0.07851207,0.01,0.9557309,0.11616862,0.17177925,0.019330204,0.99,0.8972753,0.99,0.29613295,0.99,0.43935347,0.12556237,0.16685638,0.40874094,0.30616713,0.35055906,0.611019,0.01,0.27172026,0.2287547,0.01,0.01,0.8388902,0.49069607,0.2683437,0.33653682,0.50318515,0.99,0.7712411,0.01,0.01,0.8602804,0.01,0.01,0.41565177,0.94221085,0.01,0.3314408,0.6943651,0.4395643,0.01,0.99,0.01,0.35361168,0.88394725,0.31073222,0.8483163,0.2013455,0.49584958,0.31415862,0.99,0.99,0.560785,0.78527135,0.4534683,0.6887583,0.01,0.5855106,0.6895703,0.7298627,0.01
SIM-0088-NT,0.01690036,0.01,0.77926564,0.97943115,0.2644939,0.99,0.7228605,0.9070919,0.09197338,0.6589297,0.36491433,0.99,0.01,0.01,0.2669559,0.64358544,0.6046478,0.99,0.11964892,0.9323078,0.01,0.8176158,0.9028033,0.566509,0.69510406,0.5405133,0.9421021,0.99,0.99,0.9812976,0.8150218,0.01,0.8688453,0.12345618,0.85187596,0.7531873,0.77689993,0.01,0.01,0.8611505,0.37932023,0.50176406,0.01,0.9511789,0.5522589,0.861789,0.1262464,0.7314385,0.99,0.01,0.21432215,0.01,0.37326208,0.01,0.73629165,0.37390614,0.99,0.76455843,0.9569138,0.01,0.99,0.01,0.99,0.88801754,0.99,0.99,0.01,0.99,0.19648322,0.22638665,0.01,0.78214395,0.9150971,0.01,0.74518037,0.01,0.5430716,0.99,0.99,0.99,0.99,0.61885357,0.01,0.36971232,0.99,0.01,0.01,0.060580313,0.01,0.16229373,0.01,0.99,0.44918662,0.12597871,0.67232907,0.049118385,0.20198125,0.01,0.99,0.01,0.01,0.4067946,0.01,0.99,0.38969693,0.6770785,0.99,0.01,0.38489723,0.67401046,0.85447747,0.23902515,0.74823177,0.43990445,0.99,0.09317811,0.6378374,0.99,0.33634162,0.39674872,0.99,0.5173877,0.01,0.10919109,0.01,0.99,0.38253903,0.95878553,0.5798812,0.8742652,0.01,0.38129517,0.99,0.01,0.1219026,0.7351758,0.6016255,0.99,0.9826125,0.8249924,0.7617721,0.99,0.5598501,0.26772445,0.99,0.01698643,0.47405207,0.11099774,0.99,0.99,0.03513223,0.43925542,0.49986348,0.8892237,0.99,0.25576657,0.01,0.7340479,0.79614204,0.16893107,0.80634606,0.18529513,0.01,0.17326048,0.9386972,0.5512299,0.99,0.98693466,0.32549638,0.66598576,0.09504324,0.9054321,0.49762398,0.7523982,0.41235906,0.99,0.20846096,0.6029909,0.01,0.19293371,0.32846227,0.31786352,0.13342294,0.01,0.023495018,0.01,0.247621,0.99,0.01,0.9186776,0.6386472,0.01,0.01,0.5738198,0.37994194,0.01,0.99,0.01,0.41484293,0.01
SIM-0089-NT,0.32841334,0.01,0.25373513,0.6106514,0.16473651,0.6509432,0.8023908,0.99,0.6601348,0.781893,0.01,0.01,0.28639135,0.99,0.99,0.023142338,0.52558184,0.9819727,0.21784846,0.30538642,0.6690016,0.99,0.87051344,0.99,0.01,0.9440466,0.20881423,0.99,0.99,0.99,0.11204898,0.15917848,0.68785167,0.99,0.99,0.90479904,0.99,0.1869803,0.4351356,0.8021245,0.60136527,0.5807245,0.70894104,0.47304067,0.26522866,0.29222792,0.09009272,0.298881,0.18629128,0.9619766,0.89052993,0.9228633,0.99,0.40479153,0.2584648,0.99,0.01,0.6377015,0.23582354,0.96319914,0.9256109,0.99,0.3106658,0.01,0.01,0.8118861,0.41114542,0.41511095,0.7429837,0.6310266,0.01,0.35773596,0.01,0.01,0.99,0.5828064,0.91937596,0.9358487,0.36460343,0.99,0.01,0.01,0.34177637,0.19973275,0.5026004,0.43652585,0.8744632,0.17320871,0.15216768,0.90364736,0.08816816,0.31900048,0.77568084,0.01,0.01,0.21056464,0.28885615,0.01,0.99,0.17324355,0.01,0.99,0.85174835,0.99,0.01,0.6885553,0.01,0.52795076,0.04209873,0.31779146,0.5927172,0.43304232,0.99,0.66227657,0.01,0.01,0.99,0.24370903,0.59933907,0.2002386,0.91543543,0.01,0.99,0.99,0.59186965,0.8143463,0.24415033,0.01,0.56424594,0.69393474,0.48731244,0.36999476,0.13255349,0.99,0.2845401,0.8288218,0.4165549,0.99,0.6703552,0.57938695,0.95664984,0.01,0.39930695,0.13881174,0.7877499,0.546427,0.5042925,0.3323635,0.79710674,0.99,0.4136891,0.99,0.99,0.36107665,0.01,0.38615906,0.50773364,0.017967239,0.925222,0.032166027,0.44073576,0.99,0.631768,0.01,0.01,0.33302525,0.99,0.01,0.2929055,0.99,0.4463532,0.99,0.01,0.54329205,0.5448955,0.07809013,0.01,0.5395109,0.7367576,0.05188352,0.3746013,0.83161974,0.7531179,0.39073256,0.44593877,0.01,0.9038569,0.86010176,0.3576927,0.7876608,0.82783645,0.01,0.99,0.88946694,0.01,0.01,0.01,0.99,0.13370773,0.6262325
SIM-0090-NT,0.08357993,0.3191024,0.38993904,0.8318694,0.78433,0.032589614,0.11333135,0.80421567,0.01,0.01,0.09309811,0.8250404,0.99,0.4812248,0.65504235,0.01,0.9861001,0.25534695,0.16231053,0.6292944,0.61039376,0.01,0.6192018,0.82946485,0.99,0.99,0.99,0.01,0.99,0.01,0.99,0.99,0.99,0.46190858,0.99,0.01,0.78731185,0.5635549,0.01,0.16585356,0.99,0.06649633,0.5435681,0.75598425,0.13102524,0.48489207,0.25034648,0.01,0.99,0.99,0.01,0.6912032,0.99,0.01,0.9633758,0.99,0.99,0.6669605,0.99,0.56072605,0.48649526,0.01,0.58961916,0.5863462,0.5726595,0.99,0.99,0.99,0.01,0.01,0.05414898,0.01,0.01,0.61442155,0.99,0.01,0.6124983,0.8334899,0.5714844,0.01,0.99,0.01,0.01,0.01,0.74429595,0.5625486,0.21888605,0.99,0.3904844,0.01,0.5132169,0.90722346,0.60633284,0.76670647,0.99,0.01,0.5102169,0.2993704,0.8315367,0.5315205,0.28311437,0.95784986,0.6506554,0.8466629,0.034878463,0.36176264,0.99,0.01,0.99,0.84092724,0.01,0.6534017,0.25946775,0.40989307,0.09708965,0.09944979,0.01,0.12329447,0.06568155,0.01,0.01,0.33944252,0.78776634,0.6226286,0.99,0.3584388,0.5918062,0.6090838,0.8499287,0.2054224,0.7480489,0.01,0.14975992,0.29997802,0.50706106,0.014462531,0.078790635,0.33906996,0.6425804,0.15382227,0.48495716,0.5510297,0.8682684,0.47660536,0.99,0.44909903,0.01,0.5829809,0.8196924,0.38250872,0.99,0.36125118,0.41756204,0.44233114,0.31680217,0.9784867,0.5753616,0.22295958,0.99,0.01,0.01,0.20450017,0.01,0.01,0.16522771,0.01,0.23484105,0.99,0.6537787,0.70537657,0.8354665,0.7372434,0.40539965,0.99,0.2806757,0.6838144,0.01,0.99,0.87422174,0.99,0.01,0.01,0.01,0.7007092,0.016933143,0.61051893,0.7848708,0.01,0.01,0.81246275,0.99,0.01,0.41685757,0.01,0.01,0.3767576,0.50878274,0.122188926,0.01,0.30255777
SIM-0091-NT,0.38259596,0.01,0.36419165,0.5372113,0.7614022,0.36977762,0.6623794,0.82068545,0.6056339,0.9860519,0.16260004,0.31548405,0.01,0.99,0.18573791,0.99,0.99,0.6035111,0.01,0.7182456,0.99,0.01,0.99,0.01,0.01,0.5611377,0.99,0.50917476,0.99,0.99,0.99,0.08993769,0.45757762,0.99,0.99,0.48914945,0.44983506,0.9286874,0.01,0.6942271,0.7047625,0.16918154,0.85405314,0.2502178,0.6747503,0.47716394,0.0580754,0.01,0.99,0.69031,0.010986954,0.32579058,0.99,0.832669,0.99,0.15461905,0.99,0.22063673,0.7289073,0.14519069,0.95115024,0.01,0.99,0.99,0.14639765,0.5472442,0.0850209,0.6669472,0.01,0.01,0.01,0.99,0.99,0.99,0.99,0.18699437,0.93491983,0.99,0.12752753,0.99,0.99,0.50037235,0.01,0.42631343,0.99,0.68852884,0.35363874,0.09969932,0.01,0.76486325,0.13705637,0.1922195,0.99,0.25620627,0.41638392,0.99,0.4370011,0.16702428,0.71977013,0.99,0.01,0.07169944,0.27404892,0.38492003,0.6386444,0.99,0.83509547,0.99,0.01,0.99,0.57909614,0.44460568,0.99,0.76350486,0.25195324,0.594049,0.2569952,0.2618521,0.3549896,0.5630197,0.74676865,0.24271679,0.23534349,0.01,0.2338768,0.13432056,0.5850455,0.37349224,0.01,0.6469966,0.31980485,0.01,0.9886803,0.98475146,0.16151445,0.7342651,0.38998166,0.01,0.99,0.99,0.8232728,0.58767354,0.99,0.01,0.47806644,0.75843215,0.1967878,0.99,0.96099854,0.94165444,0.14287287,0.7184082,0.99,0.43920377,0.99,0.8470745,0.01,0.091359556,0.692083,0.01,0.7189753,0.01,0.57821214,0.01,0.99,0.01,0.99,0.69888335,0.37107435,0.99,0.12188855,0.22071667,0.6617039,0.99,0.91788304,0.67052114,0.7719904,0.7385254,0.99,0.6062207,0.9378134,0.67536366,0.11220519,0.99,0.15259367,0.01,0.60444474,0.5299552,0.73244286,0.6283667,0.9561934,0.7203859,0.99,0.56040883,0.70686436,0.6156919,0.01,0.01,0.12268393,0.64253837
SIM-0092-NT,0.4615088,0.99,0.99,0.26700133,0.99,0.01,0.99,0.8282269,0.07936497,0.18967319,0.01,0.99,0.08888477,0.4372014,0.01,0.01,0.4685707,0.3263442,0.22857535,0.01,0.99,0.14968899,0.4052438,0.99,0.99,0.8615973,0.55983305,0.01,0.99,0.99,0.55446154,0.4336956,0.99,0.01,0.93419,0.56092036,0.7575854,0.99,0.7759804,0.3186571,0.8697717,0.13122034,0.01,0.66672623,0.01,0.53383327,0.7952266,0.23273276,0.38473618,0.84201837,0.99,0.01,0.9197626,0.05523452,0.5564762,0.13279057,0.72725546,0.93344975,0.4992049,0.01,0.99,0.68783885,0.01,0.23930347,0.99,0.7751453,0.99,0.812254,0.51369697,0.80872804,0.01,0.80505097,0.01,0.01,0.99,0.472117,0.54712874,0.53902984,0.53990287,0.7544313,0.01,0.36493042,0.2776298,0.32365355,0.44176006,0.01,0.054911852,0.99,0.01,0.99,0.01,0.30910897,0.44758224,0.74041486,0.41923338,0.8655611,0.99,0.25269553,0.60096735,0.01,0.01,0.89805496,0.01,0.6638532,0.5445022,0.01,0.01,0.01,0.01,0.986161,0.8549626,0.23063609,0.42899084,0.559596,0.44970715,0.4276561,0.7310292,0.01,0.79904675,0.2589773,0.33666,0.9122579,0.01,0.01,0.55367047,0.01,0.3236233,0.85005915,0.4724222,0.610142,0.2372708,0.01,0.19197996,0.5936678,0.01,0.99,0.18379796,0.94044113,0.6585403,0.045126736,0.99,0.99,0.01,0.40834934,0.70449317,0.01,0.01,0.27253327,0.15251178,0.31508422,0.01,0.4550232,0.2937583,0.9085437,0.860041,0.89246994,0.01,0.01,0.84170264,0.3709436,0.01,0.116739094,0.042625964,0.20218292,0.99,0.26836777,0.7816764,0.15573418,0.01,0.11628623,0.99,0.0961681,0.31377983,0.494619,0.025535107,0.9361312,0.22159414,0.87314755,0.7416411,0.01,0.7254158,0.01,0.3760172,0.48865208,0.99,0.01,0.10559946,0.68472505,0.8493185,0.01,0.99,0.10896891,0.01,0.2301354,0.01,0.0917114,0.01,0.840701,0.01,0.049003765
SIM-0093-NT,0.9803333,0.5007203,0.01,0.99,0.99,0.7452696,0.147169,0.10859752,0.01,0.24519932,0.88329536,0.24661186,0.1104309,0.99,0.4199791,0.99,0.74464184,0.99,0.50781906,0.74489874,0.2630182,0.17025812,0.4276866,0.99,0.713354,0.01,0.8125897,0.21410081,0.5759721,0.95299256,0.99,0.28506204,0.99,0.12570876,0.99,0.4101289,0.88470525,0.99,0.01,0.99,0.54471976,0.01,0.01,0.99,0.9069177,0.22780682,0.72656065,0.40484172,0.6582972,0.99,0.01,0.01,0.9332787,0.36050978,0.4728815,0.01,0.11958468,0.45118695,0.18248391,0.65455055,0.99,0.01,0.55402225,0.16068015,0.5866897,0.23115848,0.99,0.94702446,0.01,0.5512754,0.57023025,0.71459883,0.57690054,0.09353745,0.24195373,0.23603171,0.43583724,0.62387675,0.99,0.99,0.95748484,0.07954787,0.25204387,0.7689213,0.6974761,0.7930185,0.7362946,0.06659615,0.4194086,0.25008732,0.4516419,0.01,0.96350855,0.80762756,0.016554356,0.01,0.99,0.01,0.8904874,0.16237986,0.9269405,0.5815314,0.33978158,0.99,0.58913434,0.73032445,0.30969715,0.37747324,0.01,0.8619919,0.01,0.99,0.99,0.40327862,0.99,0.15169974,0.20553076,0.23233551,0.5221812,0.01,0.51036686,0.062820464,0.01,0.43236437,0.24182239,0.44404584,0.4022941,0.01,0.99,0.9769671,0.03860545,0.11928431,0.7526145,0.58366275,0.99,0.4386348,0.99,0.01,0.02795893,0.99,0.13699332,0.146222,0.5154533,0.99,0.21904764,0.36767313,0.01,0.4549448,0.99,0.44467458,0.01,0.1281634,0.4350558,0.7339175,0.9597946,0.7817838,0.20690143,0.01,0.3854119,0.36061823,0.99,0.01,0.01,0.01,0.99,0.09067477,0.99,0.5312544,0.7069272,0.07907264,0.01,0.65718716,0.37382287,0.71159387,0.99,0.01,0.5641308,0.35222676,0.58627254,0.97992027,0.9338082,0.020391315,0.2167043,0.01,0.01,0.3162891,0.38696092,0.2280901,0.7848504,0.99,0.53155863,0.65078187,0.8209994,0.01,0.01,0.99,0.01,0.17095143,0.99,0.01
SIM-0094-NT,0.99,0.01,0.5872392,0.99,0.50566286,0.5435907,0.9518929,0.39399242,0.99,0.71254504,0.01,0.5088792,0.99,0.5420499,0.40090588,0.9399929,0.1184144,0.67085963,0.35850757,0.03949672,0.01,0.26063955,0.5623171,0.50937426,0.01,0.99,0.94781244,0.361493,0.99,0.8451111,0.99,0.7331723,0.19437248,0.34483856,0.5555031,0.34956288,0.62868226,0.04601562,0.49210733,0.99,0.59750986,0.21457136,0.01,0.4990509,0.09547071,0.7461317,0.5818645,0.1766958,0.6500623,0.01,0.99,0.01,0.99,0.3459816,0.6366761,0.1810393,0.56779224,0.9589555,0.01,0.3362599,0.47874498,0.01,0.092709035,0.13173972,0.972491,0.24066563,0.99,0.99,0.2833141,0.44563898,0.99,0.01,0.99,0.99,0.99,0.99,0.99,0.6737193,0.5874654,0.92380023,0.45832705,0.99,0.6558434,0.22320798,0.01,0.8221098,0.011184692,0.99,0.01,0.99,0.042360693,0.01,0.6597286,0.8925753,0.55707604,0.83346367,0.7834867,0.53192466,0.6829538,0.8811621,0.01,0.30242822,0.01,0.99,0.5046011,0.99,0.74028796,0.99,0.01,0.79992115,0.01,0.01,0.14730614,0.99,0.83738786,0.10886563,0.8934328,0.48094374,0.78600156,0.3567961,0.47862673,0.09761679,0.8673074,0.01,0.5458002,0.99,0.35241663,0.21159971,0.99,0.99,0.42444918,0.01,0.01,0.833637,0.9134086,0.7558517,0.01,0.7417613,0.37493342,0.7027747,0.99,0.99,0.8273529,0.4224623,0.8080473,0.027016759,0.7876593,0.59268034,0.3979945,0.99,0.01,0.24390796,0.99,0.9638529,0.99,0.15926987,0.16721919,0.3032846,0.99,0.6047533,0.78845394,0.4000137,0.01,0.01,0.54352105,0.4614616,0.5107957,0.99,0.01,0.01,0.99,0.57917416,0.23869114,0.45146778,0.99,0.99,0.66836786,0.56121784,0.11702955,0.40285537,0.99,0.01,0.29097283,0.99,0.07888459,0.16898447,0.09384221,0.99,0.17447656,0.01,0.41547802,0.31749982,0.01,0.01,0.4436815,0.668072,0.01,0.3148279,0.99,0.8856072
SIM-0095-NT,0.50422764,0.8808793,0.57860696,0.01,0.01,0.039056152,0.01,0.98077244,0.01,0.4063474,0.3905152,0.97130436,0.01,0.977293,0.15925393,0.7225802,0.99,0.99,0.22788918,0.6747377,0.01,0.01,0.45162475,0.99,0.01,0.41424814,0.9031803,0.23511854,0.6792206,0.99,0.53758883,0.4573662,0.39815602,0.6586335,0.66199905,0.022591919,0.50972486,0.596019,0.01,0.5766513,0.46636128,0.01,0.01,0.99,0.70944214,0.06441143,0.79468536,0.01,0.68118894,0.45989537,0.049675286,0.99,0.602423,0.15730701,0.99,0.21598962,0.60338974,0.75286865,0.99,0.7003108,0.15531248,0.01,0.7922045,0.070657775,0.01,0.01,0.6089896,0.46873057,0.5113944,0.01,0.60909253,0.72730637,0.09791505,0.13110542,0.99,0.16556665,0.9302577,0.5485283,0.99,0.45926565,0.99,0.01,0.99,0.01,0.99,0.99,0.14922684,0.99,0.01,0.82512164,0.32836682,0.14195207,0.45170876,0.99,0.13732377,0.01,0.99,0.34807354,0.15398294,0.16602272,0.01,0.62822175,0.59111464,0.33964324,0.791674,0.99,0.01,0.25038016,0.01,0.99,0.29304528,0.3633613,0.77352977,0.34091958,0.65165937,0.35613242,0.20164332,0.18873477,0.40107495,0.24104413,0.5080979,0.61407435,0.01,0.99,0.6183485,0.4418728,0.01,0.99,0.99,0.99,0.41434056,0.3009005,0.99,0.3589307,0.5511256,0.67157596,0.99,0.99,0.549373,0.99,0.35104996,0.45705688,0.3966472,0.5188402,0.20828494,0.12971649,0.01,0.27812326,0.9263958,0.99,0.9599223,0.73114,0.01,0.01,0.6711845,0.97672987,0.01,0.01,0.99,0.01,0.01,0.4809717,0.21335824,0.10105157,0.69433796,0.01,0.5059483,0.7671737,0.01,0.7004231,0.01,0.01,0.89201224,0.99,0.94003314,0.01,0.045928806,0.54205364,0.5925663,0.98098266,0.99,0.4160089,0.01,0.99,0.01,0.01,0.1442768,0.01,0.35286075,0.6821139,0.095921755,0.01,0.01,0.35055667,0.01,0.99,0.5318655,0.99,0.01,0.99
SIM-0096-NT,0.5592044,0.20855567,0.99,0.01,0.46305647,0.01,0.01,0.01,0.5041654,0.01,0.0427794,0.99,0.6665592,0.9264171,0.99,0.99,0.19282562,0.9516271,0.18031967,0.318016,0.01,0.01,0.01,0.99,0.01,0.01,0.68069834,0.01,0.7791238,0.99,0.43358785,0.1854651,0.8110248,0.99,0.28362226,0.5590238,0.2782064,0.91069436,0.01,0.8418616,0.59794134,0.15811929,0.94292605,0.34977245,0.32376164,0.6184888,0.30434567,0.6999366,0.99,0.43507093,0.8188366,0.99,0.38207635,0.01,0.65976095,0.40887475,0.01,0.23229313,0.33136103,0.01,0.3067431,0.19185023,0.048206314,0.01,0.03209442,0.15180501,0.07647848,0.99,0.99,0.01,0.01,0.99,0.99,0.99,0.99,0.01,0.99,0.73098236,0.99,0.99,0.99,0.63230586,0.01,0.01,0.99,0.26028648,0.99,0.39871725,0.033752456,0.59249175,0.01,0.01,0.99,0.02414447,0.99,0.09653726,0.0783751,0.34398955,0.01,0.5008787,0.1358316,0.01,0.01,0.99,0.55847365,0.92699844,0.21571365,0.01,0.095574126,0.01,0.01,0.01,0.01,0.94399524,0.78722245,0.01,0.8421904,0.01,0.01,0.7540368,0.99,0.6645737,0.57954955,0.1513933,0.309358,0.7213379,0.99,0.640298,0.7530818,0.11253074,0.66209537,0.01,0.5047959,0.78721654,0.014857769,0.04942745,0.73391545,0.5942157,0.6864239,0.95051837,0.99,0.99,0.80528575,0.19494599,0.42738986,0.6157775,0.32856703,0.91454446,0.40131372,0.99,0.5997454,0.58022267,0.49859363,0.99,0.14326072,0.14380491,0.61948127,0.27747554,0.48521063,0.01,0.1790437,0.41837385,0.99,0.6536956,0.99,0.01,0.99,0.01,0.48887786,0.2818705,0.99,0.9745306,0.26271555,0.4581732,0.50152564,0.5703614,0.99,0.8575858,0.92332935,0.8158767,0.115632296,0.01,0.5273626,0.13060969,0.01,0.01,0.99,0.7042659,0.6577009,0.25499272,0.99,0.07848066,0.6816955,0.17511751,0.41618145,0.44075784,0.4068618,0.33962154,0.23365718,0.3842736
SIM-0097-NT,0.31049266,0.41297898,0.61134875,0.9649824,0.70135313,0.05019617,0.62290186,0.99,0.01,0.01,0.01,0.53012556,0.01,0.99,0.54571915,0.01,0.26210898,0.5597336,0.01,0.8765842,0.44496852,0.56518406,0.01,0.99,0.120001554,0.31042147,0.86016357,0.5073619,0.99,0.7937801,0.25193244,0.8225279,0.99,0.7180064,0.99,0.07706207,0.7164594,0.6118486,0.13263898,0.41533446,0.29144785,0.01,0.5188349,0.99,0.743388,0.6608808,0.99,0.3511656,0.34034702,0.55031216,0.15814038,0.64141643,0.99,0.7948965,0.01,0.11240553,0.01,0.586761,0.56872416,0.99,0.99,0.58937484,0.01,0.01,0.17338741,0.99,0.37328956,0.4322302,0.01,0.01,0.30763447,0.6614118,0.01,0.01,0.9071211,0.10967864,0.5403052,0.99,0.01,0.36100078,0.99,0.01,0.41769904,0.01,0.09170008,0.01,0.01,0.5429313,0.4491824,0.63029754,0.83457565,0.12020728,0.01,0.99,0.049970806,0.20654058,0.01,0.01,0.99,0.9579026,0.11313133,0.14771098,0.01,0.7348723,0.78023547,0.35232073,0.28317755,0.01,0.539453,0.6968887,0.01,0.9735884,0.60929877,0.22098762,0.99,0.020779088,0.01,0.87522995,0.032073647,0.99,0.01,0.01,0.99,0.3869386,0.6895332,0.77138954,0.01,0.01,0.99,0.01,0.99,0.36490822,0.49515596,0.21806642,0.99,0.18446904,0.19308844,0.97102386,0.25484467,0.08918923,0.29730785,0.99,0.99,0.99,0.01,0.8834076,0.01,0.19594258,0.51311,0.50899297,0.01,0.01,0.99,0.77499056,0.7360007,0.01,0.78466934,0.10031845,0.46046057,0.01,0.56808436,0.17460588,0.34348604,0.40995163,0.9865366,0.19505991,0.583968,0.99,0.8480158,0.9708812,0.01,0.7266667,0.01,0.99,0.5760422,0.99,0.99,0.73978764,0.6406532,0.36107388,0.37741905,0.67078775,0.21335655,0.01,0.6730834,0.648546,0.7906031,0.4971962,0.01,0.37857905,0.99,0.01,0.67080426,0.45033926,0.8076759,0.99,0.0854944,0.01,0.01,0.9353591
